"","Reporting_Year...Année","NPRI_ID...No_INRP","Facility_Name...Installation","Company_Name...Dénomination_sociale_de_l.entreprise","NAICS...Code_SCIAN","Province...Province","CAS_Number...No_CAS","Substance.Name..English....Nom.de.substance..Anglais.","Substance.Name..French....Nom.de.substance..Français.","Group..English....Groupe..Anglais.","Group..French....Groupe..Français.","Category..English....Catégorie..Anglais.","Category..French....Catégorie..Français.","Quantity...Quantité","Units...Unités","Estimation_Method...Méthode_d.estimation"
"7440",1996,1307,"TIRE PRODUCTION","GOODYEAR CANADA INC.",326210,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.128,"tonnes","M"
"7441",1996,1329,"NOT AVAILABLE","LE MANUFACTURIER GRANFORD INC.",326220,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.1,"tonnes","O"
"7442",1996,1447,"IBM CANADA LTEE, BROMONT","IBM CANADA LTEE",335990,"QC","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",2.8,"tonnes","M"
"7443",1996,1447,"IBM CANADA LTEE, BROMONT","IBM CANADA LTEE",335990,"QC","7664-93-9","Sulphuric acid","Acide sulfurique","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0,"tonnes","M"
"7444",1996,1447,"IBM CANADA LTEE, BROMONT","IBM CANADA LTEE",335990,"QC","7697-37-2","Nitric acid","Acide nitrique","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0,"tonnes","M"
"7445",1996,1492,"NOT AVAILABLE","CHEMPROX CHIMIE S.E.C.",325189,"QC","95-63-6","1,2,4-Trimethylbenzene","1,2,4-Triméthylbenzène","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.219,"tonnes","M"
"7446",1996,1525,"DIVISION DU PAPIER JOURNAL","INDUSTRIES JAMES MACLAREN INC.",322122,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",5.5,"tonnes","M"
"7447",1996,1528,"INDUSTRIES JAMES MACLAREN INC. DIVISION DE LA PÂTE KRAFT","INDUSTRIES JAMES MACLAREN INC.",322112,"QC","75-07-0","Acetaldehyde","Acétaldéhyde","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.314,"tonnes","E"
"7448",1996,1528,"INDUSTRIES JAMES MACLAREN INC. DIVISION DE LA PÂTE KRAFT","INDUSTRIES JAMES MACLAREN INC.",322112,"QC","67-56-1","Methanol","Méthanol","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",17.628,"tonnes","E"
"7449",1996,1528,"INDUSTRIES JAMES MACLAREN INC. DIVISION DE LA PÂTE KRAFT","INDUSTRIES JAMES MACLAREN INC.",322112,"QC","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",11.031,"tonnes","E"
"7450",1996,1528,"INDUSTRIES JAMES MACLAREN INC. DIVISION DE LA PÂTE KRAFT","INDUSTRIES JAMES MACLAREN INC.",322112,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",9.121,"tonnes","E"
"7451",1996,1561,"NOT AVAILABLE","KRONOS CANADA, INC.",325510,"QC","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",44.5,"tonnes","C"
"7452",1996,1561,"NOT AVAILABLE","KRONOS CANADA, INC.",325510,"QC","NA - 04","Chromium (and its compounds)","Chrome (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.85,"tonnes","C"
"7453",1996,1611,"DIVISION MATAGAMI","MINES ET EXPLORATION INC.",212233,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",2.152,"tonnes","M"
"7454",1996,1611,"DIVISION MATAGAMI","MINES ET EXPLORATION INC.",212233,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.323,"tonnes","M"
"7455",1996,1611,"DIVISION MATAGAMI","MINES ET EXPLORATION INC.",212233,"QC","NA - 06","Copper (and its compounds)","Cuivre (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.28,"tonnes","M"
"7456",1996,1980,"OTTAWA/HULL DIVISION","E.B.EDDY FOREST PRODUCTS LIMITED",322121,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",28.5,"tonnes","M"
"7457",1996,1980,"OTTAWA/HULL DIVISION","E.B.EDDY FOREST PRODUCTS LIMITED",322121,"QC","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",36.4,"tonnes","M"
"7458",1996,2001,"NOT AVAILABLE","PRODUITS FORESTIERS DONOHUE INC.",322122,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",1.752,"tonnes","O"
"7459",1996,2475,"BUCKINGHAM PLANT","STERLING PULP CHEMICALS",325189,"QC","NA - 04","Chromium (and its compounds)","Chrome (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.001,"tonnes","M"
"7460",1996,2502,"DIV. WAYAGAMACK","CORP. STONE-CONSOLIDATED",322122,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",45.2,"tonnes","M"
"7461",1996,2502,"DIV. WAYAGAMACK","CORP. STONE-CONSOLIDATED",322122,"QC","67-56-1","Methanol","Méthanol","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",8.55,"tonnes","O"
"7462",1996,2502,"DIV. WAYAGAMACK","CORP. STONE-CONSOLIDATED",322122,"QC","7664-93-9","Sulphuric acid","Acide sulfurique","Releases to Water","Rejets dans les plans d'eau","Spills","Déversements",0,"tonnes","O"
"7463",1996,2502,"DIV. WAYAGAMACK","CORP. STONE-CONSOLIDATED",322122,"QC","7664-38-2","","","Releases to Water","Rejets dans les plans d'eau","Spills","Déversements",0,"tonnes","O"
"7464",1996,2551,"DIVISION AURBEL","LES RESSOURCES AUR",212220,"QC","7664-93-9","Sulphuric acid","Acide sulfurique","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0,"tonnes","M"
"7465",1996,2551,"DIVISION AURBEL","LES RESSOURCES AUR",212220,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.018,"tonnes","O"
"7466",1996,2551,"DIVISION AURBEL","LES RESSOURCES AUR",212220,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.009,"tonnes","O"
"7467",1996,2551,"DIVISION AURBEL","LES RESSOURCES AUR",212220,"QC","NA - 07","Cyanides (ionic)","Cyanures (ioniques)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.031,"tonnes","O"
"7468",1996,2587,"NOT AVAILABLE","ABITIBI-CONSOLIDATED, DIVISION LAURENTIDE",322121,"QC","67-56-1","Methanol","Méthanol","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",29.3,"tonnes","E"
"7469",1996,2636,"DIVISION PORT-ALFRED","ABITIBI-CONSOLIDATED INC",322122,"QC","50-00-0","Formaldehyde","Formaldéhyde","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",15.2,"tonnes","M"
"7470",1996,2636,"DIVISION PORT-ALFRED","ABITIBI-CONSOLIDATED INC",322122,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",48.2,"tonnes","M"
"7471",1996,2636,"DIVISION PORT-ALFRED","ABITIBI-CONSOLIDATED INC",322122,"QC","50-00-0","Formaldehyde","Formaldéhyde","Releases to Water","Rejets dans les plans d'eau","Spills","Déversements",0.1,"tonnes","M"
"7472",1996,2752,"DIVISION BELGO","ABITIBI CONSOLIDATED INC",322122,"QC","108-95-2","Phenol (and its salts)","Phénol (et ses sels)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.1,"tonnes","M"
"7473",1996,2752,"DIVISION BELGO","ABITIBI CONSOLIDATED INC",322122,"QC","50-00-0","Formaldehyde","Formaldéhyde","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",3,"tonnes","M"
"7474",1996,2752,"DIVISION BELGO","ABITIBI CONSOLIDATED INC",322122,"QC","67-56-1","Methanol","Méthanol","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0,"tonnes","E"
"7475",1996,2791,"DYNO NOBEL LTD PLANT, MONT-WRIGHT","DYNO NOBEL LTD, MONT-WRIGHT",325110,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",7,"tonnes","M"
"7476",1996,2791,"DYNO NOBEL LTD PLANT, MONT-WRIGHT","DYNO NOBEL LTD, MONT-WRIGHT",325110,"QC","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",24.1,"tonnes","M"
"7477",1996,2909,"DELSON PLANT","STELLA-JONES INC.",321114,"QC","NA - 04","Chromium (and its compounds)","Chrome (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0,"tonnes","E"
"7478",1996,2909,"DELSON PLANT","STELLA-JONES INC.",321114,"QC","91-20-3","Naphthalene","Naphtalène","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0,"tonnes","E"
"7479",1996,2909,"DELSON PLANT","STELLA-JONES INC.",321114,"QC","120-12-7","Anthracene","Anthracène","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0,"tonnes","E"
"7480",1996,2909,"DELSON PLANT","STELLA-JONES INC.",321114,"QC","NA - 06","Copper (and its compounds)","Cuivre (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0,"tonnes","E"
"7481",1996,2909,"DELSON PLANT","STELLA-JONES INC.",321114,"QC","NA - 02","Arsenic (and its compounds)","Arsenic (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0,"tonnes","E"
"7482",1996,2935,"LES MINES D'OR KIENA LTÉE","PLACER DOME CANADA LIMITÉE",212220,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",11.55,"tonnes","M"
"7483",1996,2935,"LES MINES D'OR KIENA LTÉE","PLACER DOME CANADA LIMITÉE",212220,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.1,"tonnes","M"
"7484",1996,2935,"LES MINES D'OR KIENA LTÉE","PLACER DOME CANADA LIMITÉE",212220,"QC","NA - 07","Cyanides (ionic)","Cyanures (ioniques)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.1,"tonnes","M"
"7485",1996,2938,"NOT AVAILABLE","CEZINC (ZINC ÉLECTROLYTIQUE DU CANANDA LIMITÉE)",331410,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",21.806,"tonnes","M"
"7486",1996,2938,"NOT AVAILABLE","CEZINC (ZINC ÉLECTROLYTIQUE DU CANANDA LIMITÉE)",331410,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",4.112,"tonnes","M"
"7487",1996,2938,"NOT AVAILABLE","CEZINC (ZINC ÉLECTROLYTIQUE DU CANANDA LIMITÉE)",331410,"QC","NA - 12","Selenium (and its compounds)","Sélénium (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",1.978,"tonnes","M"
"7488",1996,2938,"NOT AVAILABLE","CEZINC (ZINC ÉLECTROLYTIQUE DU CANANDA LIMITÉE)",331410,"QC","NA - 06","Copper (and its compounds)","Cuivre (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.778,"tonnes","M"
"7489",1996,2938,"NOT AVAILABLE","CEZINC (ZINC ÉLECTROLYTIQUE DU CANANDA LIMITÉE)",331410,"QC","NA - 03","Cadmium (and its compounds)","Cadmium (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.009,"tonnes","M"
"7490",1996,2938,"NOT AVAILABLE","CEZINC (ZINC ÉLECTROLYTIQUE DU CANANDA LIMITÉE)",331410,"QC","7664-93-9","Sulphuric acid","Acide sulfurique","Releases to Water","Rejets dans les plans d'eau","Spills","Déversements",0.996,"tonnes","C"
"7491",1996,2938,"NOT AVAILABLE","CEZINC (ZINC ÉLECTROLYTIQUE DU CANANDA LIMITÉE)",331410,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Spills","Déversements",0.261,"tonnes","M"
"7492",1996,2948,"COMPLEXE TÉMISCAMING","TEMBEC INC.",322112,"QC","7782-50-5","Chlorine","Chlore","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0,"tonnes","O"
"7493",1996,2948,"COMPLEXE TÉMISCAMING","TEMBEC INC.",322112,"QC","10049-04-4","Chlorine dioxide","Dioxyde de chlore","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0,"tonnes","O"
"7494",1996,2948,"COMPLEXE TÉMISCAMING","TEMBEC INC.",322112,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",431.5,"tonnes","M"
"7495",1996,2948,"COMPLEXE TÉMISCAMING","TEMBEC INC.",322112,"QC","7664-93-9","Sulphuric acid","Acide sulfurique","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0,"tonnes","O"
"7496",1996,2948,"COMPLEXE TÉMISCAMING","TEMBEC INC.",322112,"QC","7664-93-9","Sulphuric acid","Acide sulfurique","Releases to Water","Rejets dans les plans d'eau","Leaks","Fuites",0,"tonnes","O"
"7497",1996,2948,"COMPLEXE TÉMISCAMING","TEMBEC INC.",322112,"QC","10049-04-4","Chlorine dioxide","Dioxyde de chlore","Releases to Water","Rejets dans les plans d'eau","Leaks","Fuites",0,"tonnes","O"
"7498",1996,2951,"PRODUITS CHIMIQUES LIGNINE/RÉSINE","TEMBEC INC.",325999,"QC","108-95-2","Phenol (and its salts)","Phénol (et ses sels)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.67,"tonnes","M"
"7499",1996,2951,"PRODUITS CHIMIQUES LIGNINE/RÉSINE","TEMBEC INC.",325999,"QC","50-00-0","Formaldehyde","Formaldéhyde","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",2.104,"tonnes","M"
"7500",1996,2951,"PRODUITS CHIMIQUES LIGNINE/RÉSINE","TEMBEC INC.",325999,"QC","108-95-2","Phenol (and its salts)","Phénol (et ses sels)","Releases to Water","Rejets dans les plans d'eau","Leaks","Fuites",0,"tonnes","O"
"7501",1996,2957,"PRODUITS CHIMIQUES ALCOOL","TEMBEC INC.",325190,"QC","75-07-0","Acetaldehyde","Acétaldéhyde","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",3.326,"tonnes","M"
"7502",1996,3127,"RAFFINERIE DE MONTREAL-EST","PRODUITS SHELL CANADA LIMITEE",324110,"QC","71-43-2","Benzene","Benzène","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.01,"tonnes","M"
"7503",1996,3127,"RAFFINERIE DE MONTREAL-EST","PRODUITS SHELL CANADA LIMITEE",324110,"QC","67-64-1","Acetone","Acétone","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.08,"tonnes","M"
"7504",1996,3127,"RAFFINERIE DE MONTREAL-EST","PRODUITS SHELL CANADA LIMITEE",324110,"QC","108-95-2","Phenol (and its salts)","Phénol (et ses sels)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.33,"tonnes","M"
"7505",1996,3127,"RAFFINERIE DE MONTREAL-EST","PRODUITS SHELL CANADA LIMITEE",324110,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",8.05,"tonnes","M"
"7506",1996,3140,"CARTONS ST-LAURENT INC. LATUQUE","CARTONS ST-LAURENT INC.",322130,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",4.601,"tonnes","M"
"7507",1996,3140,"CARTONS ST-LAURENT INC. LATUQUE","CARTONS ST-LAURENT INC.",322130,"QC","67-66-3","Chloroform","Chloroforme","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",2.12,"tonnes","M"
"7508",1996,3140,"CARTONS ST-LAURENT INC. LATUQUE","CARTONS ST-LAURENT INC.",322130,"QC","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",27.554,"tonnes","M"
"7509",1996,3140,"CARTONS ST-LAURENT INC. LATUQUE","CARTONS ST-LAURENT INC.",322130,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",59.701,"tonnes","M"
"7510",1996,3242,"USINE DE PATE KRAFT ST-FÉLICIEN","PRODUITS FORESTIERS DONOHUE INC",322112,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",42,"tonnes","M"
"7511",1996,3242,"USINE DE PATE KRAFT ST-FÉLICIEN","PRODUITS FORESTIERS DONOHUE INC",322112,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",3.8,"tonnes","O"
"7512",1996,3242,"USINE DE PATE KRAFT ST-FÉLICIEN","PRODUITS FORESTIERS DONOHUE INC",322112,"QC","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",65,"tonnes","M"
"7513",1996,3276,"DIVISION MINES SIGMA","PLACER DOME CANADA LTEE",212220,"QC","7647-01-0","Hydrochloric acid","Acide chlorhydrique","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0,"tonnes","M"
"7514",1996,3276,"DIVISION MINES SIGMA","PLACER DOME CANADA LTEE",212220,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.1,"tonnes","M"
"7515",1996,3276,"DIVISION MINES SIGMA","PLACER DOME CANADA LTEE",212220,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.1,"tonnes","M"
"7516",1996,3276,"DIVISION MINES SIGMA","PLACER DOME CANADA LTEE",212220,"QC","NA - 06","Copper (and its compounds)","Cuivre (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.1,"tonnes","M"
"7517",1996,3276,"DIVISION MINES SIGMA","PLACER DOME CANADA LTEE",212220,"QC","NA - 07","Cyanides (ionic)","Cyanures (ioniques)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.1,"tonnes","M"
"7518",1996,3290,"LES MINES SELBAIE","BILLITON",212233,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",1.298,"tonnes","M"
